feature_name,family,concept,n_redundant_pairs,max_corr_with,max_corr
net_pressure_flip_rate_fut_10bps_300s,net_pressure_variants,net_pressure_flip_rate_10bps,1,net_pressure_persist_fut_10bps_300s,1.0
net_pressure_flip_rate_fut_10bps_60s,net_pressure_variants,net_pressure_flip_rate_10bps,1,net_pressure_persist_fut_10bps_60s,1.0
net_pressure_flip_rate_fut_5bps_300s,net_pressure_variants,net_pressure_flip_rate_5bps,1,net_pressure_persist_fut_5bps_300s,1.0
net_pressure_flip_rate_fut_5bps_60s,net_pressure_variants,net_pressure_flip_rate_5bps,1,net_pressure_persist_fut_5bps_60s,1.0
net_pressure_flip_rate_spot_10bps_300s,net_pressure_variants,net_pressure_flip_rate_10bps,1,net_pressure_persist_spot_10bps_300s,1.0
net_pressure_flip_rate_spot_10bps_60s,net_pressure_variants,net_pressure_flip_rate_10bps,1,net_pressure_persist_spot_10bps_60s,1.0
net_pressure_flip_rate_spot_5bps_300s,net_pressure_variants,net_pressure_flip_rate_5bps,1,net_pressure_persist_spot_5bps_300s,1.0
net_pressure_flip_rate_spot_5bps_60s,net_pressure_variants,net_pressure_flip_rate_5bps,1,net_pressure_persist_spot_5bps_60s,1.0
pull_rate_fut_2bps_persist_60s,pull_vs_refill,pull_rate_2bps_persist,1,refill_rate_fut_2bps_persist_60s,0.972897
pull_rate_spot_2bps_persist_60s,pull_vs_refill,pull_rate_2bps_persist,1,refill_rate_spot_2bps_persist_60s,0.957782
queue_imb_fut_1bps_5s,queue_pressure_variants,queue_imb_1bps,1,queue_pressure_fut_1bps_5s,1.0
queue_imb_persist_fut_1bps_300s,queue_pressure_variants,queue_imb_persist_1bps,1,queue_pressure_persist_fut_1bps_300s,0.994879
queue_imb_persist_spot_1bps_300s,queue_pressure_variants,queue_imb_persist_1bps,1,queue_pressure_persist_spot_1bps_300s,0.98882
queue_imb_persist_spot_1bps_900s,queue_pressure_variants,queue_imb_persist_1bps,1,queue_pressure_persist_spot_1bps_900s,0.993455
queue_imb_spot_1bps_5s,queue_pressure_variants,queue_imb_1bps,1,queue_pressure_spot_1bps_5s,1.0
queue_pressure_fut_1bps_15s,queue_pressure_variants,queue_pressure_1bps,1,queue_pressure_ratio_fut_1bps_15s,1.0
queue_pressure_fut_1bps_1s,queue_pressure_variants,queue_pressure_1bps,1,queue_pressure_log_fut_1bps_1s,0.980264
queue_pressure_fut_1bps_60s,queue_pressure_variants,queue_pressure_1bps,1,queue_pressure_ratio_fut_1bps_60s,1.0
queue_pressure_fut_2bps_1s,queue_pressure_variants,queue_pressure_2bps,1,queue_pressure_log_fut_2bps_1s,0.987646
queue_pressure_fut_5bps_1s,queue_pressure_variants,queue_pressure_5bps,1,queue_pressure_log_fut_5bps_1s,0.988291
queue_pressure_log_spot_1bps_1s,queue_pressure_variants,queue_pressure_log_1bps,1,queue_pressure_spot_1bps_1s,0.961219
queue_pressure_log_spot_2bps_1s,queue_pressure_variants,queue_pressure_log_2bps,1,queue_pressure_spot_2bps_1s,0.983834
queue_pressure_log_spot_5bps_1s,queue_pressure_variants,queue_pressure_log_5bps,1,queue_pressure_spot_5bps_1s,0.997158
queue_pressure_ratio_spot_1bps_15s,queue_pressure_variants,queue_pressure_ratio_1bps,1,queue_pressure_spot_1bps_15s,1.0
queue_pressure_ratio_spot_1bps_60s,queue_pressure_variants,queue_pressure_ratio_1bps,1,queue_pressure_spot_1bps_60s,1.0
trade_absorption_ratio_fut_2bps_1s,absorption_variants,trade_absorption_ratio_2bps,1,trade_absorption_ratio_fut_5bps_1s,1.0
trade_count_fut_div_900s,trade_activity,trade_count_div,1,trade_count_sf_div_900s,0.951751
trade_count_fut_share_60s,trade_activity,trade_count_share,1,trade_count_sf_share_60s,0.977516
z_book_asymmetry_fut_struct100_1s,book_shape_imbalance,z_book_asymmetry_struct100,1,z_liq_imb_fut_struct100_1s,1.0
z_book_asymmetry_fut_struct100_300s,book_shape_imbalance,z_book_asymmetry_struct100,1,z_liq_imb_fut_struct100_300s,1.0
z_book_asymmetry_fut_struct100_60s,book_shape_imbalance,z_book_asymmetry_struct100,1,z_liq_imb_fut_struct100_60s,1.0
z_book_asymmetry_fut_struct100_900s,book_shape_imbalance,z_book_asymmetry_struct100,1,z_liq_imb_fut_struct100_900s,1.0
z_book_asymmetry_fut_struct50_1s,book_shape_imbalance,z_book_asymmetry_struct50,1,z_liq_imb_fut_struct50_1s,1.0
z_book_asymmetry_fut_struct50_300s,book_shape_imbalance,z_book_asymmetry_struct50,1,z_liq_imb_fut_struct50_300s,1.0
z_book_asymmetry_fut_struct50_60s,book_shape_imbalance,z_book_asymmetry_struct50,1,z_liq_imb_fut_struct50_60s,1.0
z_book_asymmetry_fut_struct50_900s,book_shape_imbalance,z_book_asymmetry_struct50,1,z_liq_imb_fut_struct50_900s,1.0
z_book_asymmetry_spot_struct100_1s,book_shape_imbalance,z_book_asymmetry_struct100,1,z_liq_imb_spot_struct100_1s,1.0
z_book_asymmetry_spot_struct100_300s,book_shape_imbalance,z_book_asymmetry_struct100,1,z_liq_imb_spot_struct100_300s,1.0
z_book_asymmetry_spot_struct100_60s,book_shape_imbalance,z_book_asymmetry_struct100,1,z_liq_imb_spot_struct100_60s,1.0
z_book_asymmetry_spot_struct100_900s,book_shape_imbalance,z_book_asymmetry_struct100,1,z_liq_imb_spot_struct100_900s,1.0
z_book_asymmetry_spot_struct50_1s,book_shape_imbalance,z_book_asymmetry_struct50,1,z_liq_imb_spot_struct50_1s,1.0
z_book_asymmetry_spot_struct50_300s,book_shape_imbalance,z_book_asymmetry_struct50,1,z_liq_imb_spot_struct50_300s,1.0
z_book_asymmetry_spot_struct50_60s,book_shape_imbalance,z_book_asymmetry_struct50,1,z_liq_imb_spot_struct50_60s,1.0
z_book_asymmetry_spot_struct50_900s,book_shape_imbalance,z_book_asymmetry_struct50,1,z_liq_imb_spot_struct50_900s,1.0
